"Database","Downloaded file","URL","Publication","DOI"
"CIViC.csv","data/CIViC/nightly-ClinicalEvidenceSummaries_automatic.tsv","https://civic.genome.wustl.edu/releases","Griffith et al. Nat Genet (2017)","10.1038/ng.3774"
